method,path,statusCode,contextPath
post,/api/v1/{deviceToken}/rpc/{requestId},401,/thingsboard
post,/api/v1/{deviceToken}/telemetry,200,/thingsboard
post,/api/v1/provision,401,/thingsboard
get,/api/v2/alarm/{entityType}/{entityId},200,/thingsboard
delete,/api/widgetsBundle/{widgetsBundleId},200,/thingsboard
get,/api/widgetsBundle/{widgetsBundleId},200,/thingsboard
post,/api/widgetsBundle/{widgetsBundleId}/widgetTypeFqns,200,/thingsboard
post,/api/widgetsBundle/{widgetsBundleId}/widgetTypes,200,/thingsboard
get,/api/widgetsBundles,500,/thingsboard
post,/api/widgetType,200,/thingsboard
get,/api/widgetType,500,/thingsboard
delete,/api/widgetType/{widgetTypeId},200,/thingsboard
get,/api/widgetType/{widgetTypeId},200,/thingsboard
get,/api/widgetTypeFqns,500,/thingsboard
get,/api/widgetTypeInfo/{widgetTypeId},200,/thingsboard
get,/api/widgetTypes,500,/thingsboard
get,/api/widgetTypesDetails,500,/thingsboard
get,/api/widgetTypesInfos,200,/thingsboard
patch,/assets,200,/thingsboard
put,/assets,200,/thingsboard
post,/assets,200,/thingsboard
get,/assets,200,/thingsboard
delete,/assets,200,/thingsboard
delete,/assets/,200,/thingsboard
post,/assets/,200,/thingsboard
patch,/assets/,200,/thingsboard
get,/assets/,200,/thingsboard
put,/assets/,200,/thingsboard
post,/error,401,/thingsboard
patch,/error,401,/thingsboard
get,/error,401,/thingsboard
put,/error,401,/thingsboard
delete,/error,401,/thingsboard
put,/swagger-ui.html,401,/thingsboard
get,/swagger-ui.html,401,/thingsboard
post,/swagger-ui.html,401,/thingsboard
patch,/swagger-ui.html,401,/thingsboard
delete,/swagger-ui.html,401,/thingsboard
delete,/swagger-ui/,200,/thingsboard
patch,/swagger-ui/,200,/thingsboard
put,/swagger-ui/,200,/thingsboard
get,/swagger-ui/,200,/thingsboard
post,/swagger-ui/,200,/thingsboard
post,/api/plugins/rpc/oneway/{deviceId},401,/thingsboard
post,/api/plugins/rpc/twoway/{deviceId},401,/thingsboard
post,/api/rpc/oneway/{deviceId},401,/thingsboard
get,/api/rpc/persistent/{rpcId},200,/thingsboard
delete,/api/rpc/persistent/{rpcId},200,/thingsboard
get,/api/rpc/persistent/device/{deviceId},200,/thingsboard
post,/api/rpc/twoway/{deviceId},401,/thingsboard
delete,/api/plugins/telemetry/{deviceId}/{scope},200,/thingsboard
post,/api/plugins/telemetry/{deviceId}/{scope},200,/thingsboard
delete,/api/plugins/telemetry/{entityType}/{entityId}/{scope},200,/thingsboard
post,/api/plugins/telemetry/{entityType}/{entityId}/{scope},200,/thingsboard
post,/api/plugins/telemetry/{entityType}/{entityId}/attributes/{scope},200,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/keys/attributes,200,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/keys/attributes/{scope},500,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/keys/timeseries,200,/thingsboard
post,/api/plugins/telemetry/{entityType}/{entityId}/timeseries/{scope},200,/thingsboard
post,/api/plugins/telemetry/{entityType}/{entityId}/timeseries/{scope}/{ttl},200,/thingsboard
delete,/api/plugins/telemetry/{entityType}/{entityId}/timeseries/delete,200,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/values/attributes,200,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/values/attributes/{scope},200,/thingsboard
get,/api/plugins/telemetry/{entityType}/{entityId}/values/timeseries,200,/thingsboard
get,/priyeshtest/authenticated/active/external/basic,401,/priyesh
get,/priyeshtest/authenticated/active/external/complex,401,/priyesh
post,/priyeshtest/authenticated/active/external/complex/request,401,/priyesh
put,/priyeshtest/authenticated/active/external/complex/requestnresponse,401,/priyesh
delete,/priyeshtest/authenticated/zombie/external/piiDeleteParams,401,/priyesh
post,/priyeshtest/authenticated/zombie/external/piiIN,401,/priyesh
put,/priyeshtest/authenticated/zombie/external/piiInOut,401,/priyesh
get,/priyeshtest/authenticated/zombie/external/piiOut,401,/priyesh
patch,/priyeshtest/authenticated/zombie/external/piiRequestParams,401,/priyesh
get,/priyeshtest/unauthenticated/active/external/basic,200,/priyesh
post,/priyeshtest/unauthenticated/active/external/complexrequest,200,/priyesh
delete,/priyeshtest/unauthenticated/pii/piiDeleteParams,200,/priyesh
post,/priyeshtest/unauthenticated/pii/piiIN,200,/priyesh
put,/priyeshtest/unauthenticated/pii/piiInOut,200,/priyesh
get,/priyeshtest/unauthenticated/pii/piiOut,200,/priyesh
patch,/priyeshtest/unauthenticated/pii/piiRequestParams,200,/priyesh
delete,/user/{id},200,/v1/api
get,/review/{id},200,/v1/api/gpt
get,/getBookByName,200,/invest/core/aks/aks1/aks2
get,/priyeshtest/authenticated/active/external/basic,401,/priyesh/api
get,/priyeshtest/authenticated/active/external/complex,401,/priyesh/api
post,/priyeshtest/authenticated/active/external/complex/request,401,/priyesh/api
put,/priyeshtest/authenticated/active/external/complex/requestnresponse,401,/priyesh/api
delete,/priyeshtest/authenticated/zombie/external/piiDeleteParams,401,/priyesh/api
post,/priyeshtest/authenticated/zombie/external/piiIN,401,/priyesh/api
put,/priyeshtest/authenticated/zombie/external/piiInOut,401,/priyesh/api
get,/priyeshtest/authenticated/zombie/external/piiOut,401,/priyesh/api
patch,/priyeshtest/authenticated/zombie/external/piiRequestParams,401,/priyesh/api
get,/priyeshtest/unauthenticated/active/external/basic,200,/priyesh/api
post,/priyeshtest/unauthenticated/active/external/complexrequest,200,/priyesh/api
delete,/priyeshtest/unauthenticated/pii/piiDeleteParams,200,/priyesh/api
post,/priyeshtest/unauthenticated/pii/piiIN,200,/priyesh/api
put,/priyeshtest/unauthenticated/pii/piiInOut,200,/priyesh/api
get,/priyeshtest/unauthenticated/pii/piiOut,200,/priyesh/api
patch,/priyeshtest/unauthenticated/pii/piiRequestParams,200,/priyesh/api
get,/priyeshtest/authenticated/active/external/basic/{pathParam},200,/priyesh
post,/priyeshtest/authenticated/active/external/basic/{orderId}/In/between/{pathParam},200,/priyesh
get,/priyeshtest/authenticated/active/external/basic/{pathParam},200,/priyesh/api
post,/priyeshtest/authenticated/active/external/basic/{orderId}/In/between/{pathParam},200,/priyesh/api
get,/priyeshtest/authenticated/active/external/basic/{pathParam},200,/priyesh/api/api/fromPath
post,/priyeshtest/authenticated/active/external/basic/{orderId}/In/between/{pathParam},200,/priyesh/api/fromPath
